id,login,display_name,type,broadcaster_type,description,profile_image_url,offline_image_url,view_count,created_at
43830727,kinggothalion,KingGothalion,,,Following the channel is the free-est form of following the channel.,https://static-cdn.jtvnw.net/jtv_user_pictures/79ba893e-06e7-4696-831b-1f9976a0eba2-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/cced6b5b1ca87549-channel_offline_image-1920x1080.png,49625629,2013-05-22T12:28:46.194204Z
28633374,starladder5,StarLadder5,,partner,Hosting esports events all over the world since 2011 💫,https://static-cdn.jtvnw.net/jtv_user_pictures/9620d2b4-7cdd-4766-8ef2-a67e59b7f84b-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/a852ca56-9889-4532-b901-22bffbb30e45-channel_offline_image-1920x1080.png,206719294,2012-03-01T18:16:28.300529Z
49303276,nick28t,Nick28T,,partner,I yell at pixels on a screen for a living... ,https://static-cdn.jtvnw.net/jtv_user_pictures/64c0eaed-eb9c-4fbd-8a92-86508b4caa4d-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/4bcbc7d9-555d-473d-8e36-1ece7b5b5124-channel_offline_image-1920x1080.png,46538857,2013-09-21T20:10:06.136827Z
43286888,elotrix,ELoTRiX,,partner,E IL o T IR i X ™,https://static-cdn.jtvnw.net/jtv_user_pictures/elotrix-profile_image-68e89e930904b2e6-300x300.jpeg,https://static-cdn.jtvnw.net/jtv_user_pictures/0e10acbe-c217-4c52-ba8c-33763b40ba01-channel_offline_image-1920x1080.png,23283366,2013-05-07T14:49:49.381361Z
58393005,calango,calango,,partner,o maior contador de lorotas e abobrinhas do site.,https://static-cdn.jtvnw.net/jtv_user_pictures/b572fe0a-3fab-4a0c-bc7e-c10ff637fdb5-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/2aa0f435-e0ee-4b8d-ae5a-6e56a20d18fa-channel_offline_image-1920x1080.png,12764617,2014-03-08T02:38:47.25865Z
20786541,yogscast,Yogscast,,partner,"Hello, and welcome to The Yogscast! | Streaming everyday with a huge range of hosts | Check out the full schedule here: https://schedule.yogscast.com",https://static-cdn.jtvnw.net/jtv_user_pictures/db623728431d29c3-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/87479a87-dd4a-4600-bb5e-3c9675d13af3-channel_offline_image-1920x1080.jpeg,142551662,2011-02-27T20:19:01.423136Z
36983084,ungespielt,ungespielt,,,Ja Moin!,https://static-cdn.jtvnw.net/jtv_user_pictures/cb8a45e0-ba30-4ef9-8570-47d5dbf47eea-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/2424fc3e61192ac0-channel_offline_image-1920x1080.png,28871011,2012-10-17T15:56:04.509274Z
29578325,beyondthesummit,BeyondTheSummit,,partner,"Beyond The Summit is a broadcasting studio and tournament organizer for a variety of esports titles (including Dota 2, SSBM, CS:GO, & DBFZ). Following and subscribing enables us to continue to create unique content and host amazing events like The Summit. Thank you for your support!",https://static-cdn.jtvnw.net/jtv_user_pictures/f170344d-7a60-47fa-8be6-a74e803fcf12-profile_image-300x300.jpg,,462919842,2012-04-07T04:16:39.984897Z
31921744,zeon,ZEON,,partner,Necati Akçay | Sponsorluklar ve iletişim için; zeonnn@temagency.com,https://static-cdn.jtvnw.net/jtv_user_pictures/4fdea462d36fadb9-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/ff8c0bde-56c0-4570-9f7b-40d365a57743-channel_offline_image-1920x1080.jpeg,51825047,2012-07-06T22:07:25.978051Z
40063341,domingo,Domingo,,partner,Coucou c'est moi !,https://static-cdn.jtvnw.net/jtv_user_pictures/b84b2c78-9e28-4f13-b2fe-bee20a4824d5-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/df1cd61f-3ecc-4e6d-986e-c1625e7472cf-channel_offline_image-1920x1080.png,88437412,2013-02-05T19:20:22.84226Z
79615025,valkyrae,Valkyrae,,,I now stream on YouTube! Youtube.com/Valkyrae1,https://static-cdn.jtvnw.net/jtv_user_pictures/d106e6cbf2483610-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/711ee522-c68a-41ab-884b-9e41ea7e656b-channel_offline_image-1920x1080.png,15252908,2015-01-12T04:26:42.086345Z
26857029,hastad,hastad,,partner,hastad - RADIANT - VALORANT PLAYER - RAZE IS MY MAIN ,https://static-cdn.jtvnw.net/jtv_user_pictures/8b74f51d-01b2-4fe3-9006-491e392cc67d-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/ba27ea2a-d4fe-48a9-a2a2-4c845080d4ec-channel_offline_image-1920x1080.png,52638691,2011-12-18T00:05:08.641512Z
9072112,reckful,Reckful,,partner,hi,https://static-cdn.jtvnw.net/jtv_user_pictures/reckful-profile_image-b22e4d39d3d6e045-300x300.jpeg,,116144032,2009-11-10T01:50:10.499296Z
27121969,onscreen,ONSCREEN,,partner,lol,https://static-cdn.jtvnw.net/jtv_user_pictures/e03d6831-97e6-4c53-bc12-cb7c4cdf304e-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/1c19ff35-3184-4512-8995-818f8df1ca21-channel_offline_image-1920x1080.jpeg,48426762,2011-12-30T19:30:00.996167Z
2158531,ubisoft,Ubisoft,,partner,Welcome to Ubisoft's Official Twitch channel! ,https://static-cdn.jtvnw.net/jtv_user_pictures/e273ce97-23c0-4fb1-8617-030bbdd0b179-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/49844ea4-af90-46b9-add1-fa401fd4ab22-channel_offline_image-1920x1080.jpeg,19392416,2008-10-16T23:41:58.345863Z
43356746,amaz,Amaz,,partner, Come drop by 6AM PST/9AM EST weekdays! Tweet me @Amaz,https://static-cdn.jtvnw.net/jtv_user_pictures/amaz-profile_image-128bb4f9fe96c7ba-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/392f20fc11fff226-channel_offline_image-1920x1080.png,103603829,2013-05-09T16:46:10.82891Z
94753024,mizkif,Mizkif,,partner,https://www.tiktok.com/@realmizkif,https://static-cdn.jtvnw.net/jtv_user_pictures/ddd88d33-6c4f-424f-9246-5f4978c93148-profile_image-300x300.png,,40483722,2015-06-28T22:35:16.254782Z
66076836,stewie2k,Stewie2K,,partner,,https://static-cdn.jtvnw.net/jtv_user_pictures/44148217-c700-4e78-919e-df5f0fd2a603-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/13a3ee05-2f65-48cd-b513-fa22d5a84302-channel_offline_image-1920x1080.png,16723525,2014-07-11T07:35:44.109203Z
50795214,sardoche,Sardoche,,partner,Ex-Challenger d'un dead-game / Future Légende de Rocket League / Futur IM aux échecs,https://static-cdn.jtvnw.net/jtv_user_pictures/2b1b9e13-5b9f-41ee-b375-54d3c6491bb2-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/sardoche-channel_offline_image-febc66c83f22e3a3-1920x1080.png,86193297,2013-10-28T17:02:47.626113Z
30104304,maximilian_dood,Maximilian_DOOD,,partner,"Maximilian's Livestream Of Hype! Modern fighting games, classic fighting games, playthrus and YoVideogames on the weekend. MY DOODS!",https://static-cdn.jtvnw.net/jtv_user_pictures/maximilian_dood-profile_image-c6e12e1798861491-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/9bdb9a23-db82-41cf-b229-5bd72971f895-channel_offline_image-1920x1080.png,67872393,2012-04-28T03:03:56.967712Z
22552479,giantwaffle,Giantwaffle,,partner,My name is Andrew and I'm a former Electrical Engineer Student. I mostly play Adventure/Creative Games but also play many MMO's and puzzle games.,https://static-cdn.jtvnw.net/jtv_user_pictures/f03ca1a6-9b96-4296-a50a-c33778238c72-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/0d10413b-f52f-49e6-a9dc-990bad3a02dd-channel_offline_image-1920x1080.png,69368238,2011-05-22T18:12:51.416941Z
75346877,brawlhalla,Brawlhalla,,partner,"Welcome to Brawlhalla: the free to play platform fighter on Playstation, Xbox, Nintendo Switch, Steam, iOS, and Android! Check out the Stream Schedule to know when to watch: https://www.brawlhalla.com/schedule/ ",https://static-cdn.jtvnw.net/jtv_user_pictures/501d25e0-fa79-4fb0-b9d5-c60797608823-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/9ccb7fc6-edc0-4aec-ab33-214bd7cae4e1-channel_offline_image-1920x1080.jpeg,16146023,2014-11-16T22:23:31.95617Z
100814397,dota2ruhub,Dota2RuHub,,partner,"Официальный канал студии RuHub по дисциплине Dota 2. Смотрим, общаемся. ",https://static-cdn.jtvnw.net/jtv_user_pictures/ef7c826a-2df5-417b-8823-13c610c302e6-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/05fc099a-4905-4e0a-a7bd-e6f97db4e311-channel_offline_image-1920x1080.jpeg,283691126,2015-08-28T09:10:34.933295Z
30080840,tsm_theoddone,TSM_TheOddOne,,partner,"TSM's variety stream, formerly multi lan/championship winning League of Legends streamer",https://static-cdn.jtvnw.net/jtv_user_pictures/tsm_theoddone-profile_image-338e7c68c54f0574-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/efe2dfca-2d9e-4900-b0c6-cea99b003068-channel_offline_image-1920x1080.jpeg,214413311,2012-04-27T01:42:54.027217Z
102346837,pimpimenta,pimpimenta,,partner,"Fala ai, firmão ? Curte big plays e zoeiras ? Então você está no lugar certo hehehe' :D",https://static-cdn.jtvnw.net/jtv_user_pictures/0c3ae2a5-f44b-47db-9a96-cceafd311ba0-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/8bec2156-360e-4031-bb9c-a8b6d9bad184-channel_offline_image-1920x1080.png,36612078,2015-09-16T20:07:03.952886Z
40488774,stray228,Stray228,,partner,http://vk.com/straydota,https://static-cdn.jtvnw.net/jtv_user_pictures/stray228-profile_image-ceb0393a88eb8286-300x300.jpeg,https://static-cdn.jtvnw.net/jtv_user_pictures/c788cc96-46ed-4a5d-a3ed-ef487850928e-channel_offline_image-1920x1080.jpeg,91870134,2013-02-19T09:36:53.431977Z
42049440,cheatbanned,cheatbanned,,partner,"Стример по имени Виктор, почта для предложений - victorbiznow@gmail.com",https://static-cdn.jtvnw.net/jtv_user_pictures/1248c5de-e2a0-4ff0-8605-397fe9650b79-profile_image-300x300.jpg,https://static-cdn.jtvnw.net/jtv_user_pictures/b6a16053-6afc-4ca0-b588-56d4a0696c60-channel_offline_image-1920x1080.png,50840193,2013-04-03T22:24:08.995419Z
36858184,m0e_tv,m0E_tv,,partner,Played CSS . BEAT IT switched to CS:GO.... BEAT IT ,https://static-cdn.jtvnw.net/jtv_user_pictures/m0e_tv-profile_image-cc5138df0847b4db-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/m0e_tv-channel_offline_image-8cbeca87d981565b-1920x1080.png,27295535,2012-10-12T23:57:27.742729Z
31478096,mym_alkapone,MYM_ALKAPONE,,partner,Este es mi canal de Stream ven disfrutar muchos juegos en vivo pero sobre todo a echar desmadre con la Razita!!,https://static-cdn.jtvnw.net/jtv_user_pictures/c9c6a82c-3cb2-4299-afa2-3fa24a18d0d9-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/b7fc8964-9f5b-411a-b713-37796e68c846-channel_offline_image-1920x1080.png,49619964,2012-06-19T22:03:04.504875Z
56235100,cashnastygaming,CashNastyGaming,,partner,Yeh! I rage a little sometimes..depending on what I’m playing..other than that..yeh,https://static-cdn.jtvnw.net/jtv_user_pictures/8eca8e3c-00a9-417a-a61d-0cbbd71c2f63-profile_image-300x300.png,,7246191,2014-02-05T16:37:32.685179Z
25653002,iwilldominate,IWillDominate,,partner,Streamer and Content Creator for Cloud9,https://static-cdn.jtvnw.net/jtv_user_pictures/a785eaed-43ce-46e3-9138-d9f50c4a1af5-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/06e168af43de7a95-channel_offline_image-1920x1080.png,63764113,2011-10-23T13:43:13.394898Z
30651868,elrichmc,ElRichMC,,partner,"Soy un jugador de Minecraft veterano, llevo 9 años jugando desde la Beta 1.7 Introduje en España el término de Minecraft Técnico, participé en el ZipKrowd y he organizado proyectos como UHC España, EliteCraft y Permadeath. Mi pasión es mi mundo Survival 1.7",https://static-cdn.jtvnw.net/jtv_user_pictures/f8bb9c67-375d-478f-8853-ae669e8563b6-profile_image-300x300.jpeg,https://static-cdn.jtvnw.net/jtv_user_pictures/elrichmc-channel_offline_image-a18c33c181c2bbec-1920x1080.png,21984319,2012-05-19T16:14:37.001574Z
7236692,dansgaming,DansGaming,,partner,Twitch Veteran of over 11 years and a true variety streamer of all genres. An engaging and community focused streamer who provides a welcoming place for all.,https://static-cdn.jtvnw.net/jtv_user_pictures/e82b2c90-efe6-41c7-bd50-7caba86fd3b5-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/28f438ad-3a7a-4501-bf4d-e9bed9f52b77-channel_offline_image-1920x1080.jpeg,136211921,2009-07-15T03:02:41.783214Z
85875535,starladder_cs_en,StarLadder_cs_en,,partner,Hosting esports events all over the world since 2011 💫,https://static-cdn.jtvnw.net/jtv_user_pictures/01646320-f468-4b3c-82e9-c50760cfa1ef-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/0e2d7b1c-a0da-4590-a0f0-b4cf2b68cb9c-channel_offline_image-1920x1080.png,101737106,2015-03-22T21:35:54.785313Z
14836307,trumpsc,TrumpSC,,affiliate,"Trump: the mayor of Value Town.  Trump attempts to gain value on every turn of Hearthstone by outwitting, outsmarting, and outplaying his opponents.",https://static-cdn.jtvnw.net/jtv_user_pictures/a3e4571a1b9363e8-profile_image-300x300.jpeg,https://static-cdn.jtvnw.net/jtv_user_pictures/23f9391f-d795-45a2-a910-d611b4f4c7f6-channel_offline_image-1920x1080.jpeg,108203195,2010-08-21T02:09:05.70549Z
40972890,admiralbahroo,AdmiralBahroo,,partner,I play the games and attempt to be funny.,https://static-cdn.jtvnw.net/jtv_user_pictures/06053ff1-17a1-4ba8-8e8e-bda2071aa5af-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/819ae020-3d0d-401b-8c5a-2b721cbffbe7-channel_offline_image-1920x1080.png,68295882,2013-03-04T08:13:40.72487Z
27446517,monstercat,Monstercat,,partner,Monstercat prides itself in supporting rising electronic artists from around the globe. We are proving that independent labels have the ability to reshape the music industry landscape.,https://static-cdn.jtvnw.net/jtv_user_pictures/monstercat-profile_image-3e109d75f8413319-300x300.jpeg,https://static-cdn.jtvnw.net/jtv_user_pictures/7d8f79b14cff3966-channel_offline_image-1920x1080.jpeg,32923644,2012-01-15T03:18:08.395326Z
108005221,dizzy,dizzy,,partner,gaming warlord,https://static-cdn.jtvnw.net/jtv_user_pictures/bd3996c5-5ada-4a66-9f83-57d087bc4916-profile_image-300x300.jpeg,,15838888,2015-11-26T04:35:59.506612Z
24643779,netherrealm,NetherRealm,,partner,,https://static-cdn.jtvnw.net/jtv_user_pictures/452f3b03-1467-4cbf-a517-87313b505b52-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/ec3c7dda-a840-4745-8942-3bbc43bba5e8-channel_offline_image-1920x1080.jpeg,20620952,2011-09-07T22:41:27.316406Z
25575995,mathil1,Mathil1,,partner,"Playing many games, mostly PoE atm. ",https://static-cdn.jtvnw.net/jtv_user_pictures/mathil1-profile_image-39376f797063a87b-300x300.jpeg,,43434990,2011-10-20T00:13:14.861232Z
51478779,flair,Flair,,partner,Comedian turn Fifa Trading Banta Legend ,https://static-cdn.jtvnw.net/jtv_user_pictures/79440ab5-608a-4c85-b245-1dac934edd17-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/flair-channel_offline_image-c942752e949d556c-1920x1080.png,5615241,2013-11-13T17:34:03.703562Z
53831525,leffen,Leffen,,partner,"I am a fighting game player, most known for my career in SSBM, Ultimate and DBFZ! I enjoy all types of games though. Generally very honest, to a fault sometimes, and I do not hesistate to ban trolls and idiots.I stream EU evenings/night and US days/evenings.https://www.youtube.com/l3ffen",https://static-cdn.jtvnw.net/jtv_user_pictures/740e0920-d065-4922-8900-b0510309d729-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/2cb4bdb5-f588-4423-a87f-1d8e1ffd432e-channel_offline_image-1920x1080.jpeg,11616320,2013-12-25T22:17:54.273542Z
48978939,pch3lk1n,PCH3LK1N,,affiliate,Алексей меня зовут,https://static-cdn.jtvnw.net/jtv_user_pictures/39daaaf2-b032-4fcc-a5fb-2c7ec00f2404-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/e0f18b47-77f9-48de-b34f-5c639ace3ef5-channel_offline_image-1920x1080.jpeg,10484943,2013-09-14T16:12:30.15334Z
26469355,koil,koil,,partner,"Comment, rate and subscribe.",https://static-cdn.jtvnw.net/jtv_user_pictures/10c866e9-c251-4cba-8356-badc9766ad86-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/df3e8111-d70a-4eba-8460-86a96ad57481-channel_offline_image-1920x1080.jpeg,20806705,2011-11-30T01:44:29.0445Z
28219022,vargskelethor,Vargskelethor,,partner,My name is Joel. I'm from Sweden and I hate video games. I eat nails for breakfast and tame Siberian tigers in my spare free time. I like metal and I know how to kill skeletons.,https://static-cdn.jtvnw.net/jtv_user_pictures/7ffa27c6-68eb-44e6-91c1-8f8be4eb241d-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/d6d9913a75ebccbb-channel_offline_image-1920x1080.jpeg,9181006,2012-02-14T19:42:09.617162Z
94085135,mexify,Mexify,,partner,Ich bin sehr freundlich! :3,https://static-cdn.jtvnw.net/jtv_user_pictures/8beb64df-b71c-4d8c-99ca-3b1ca4dc33d5-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/1851500b-6682-46de-9284-256c8cfe3c28-channel_offline_image-1920x1080.png,1347441,2015-06-21T10:53:49.033036Z
72700357,pinkwardlol,PinkWardlol,,partner,The Original AP Shaco Top Player,https://static-cdn.jtvnw.net/jtv_user_pictures/728b6989-ba75-438a-9b7f-f4073d97a479-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/pinkwardlol-channel_offline_image-0ea00321d385254c-1920x1080.png,5558703,2014-10-08T23:58:17.319438Z
51914127,eamaddennfl,EAMaddenNFL,,,Welcome to the official Twitch channel for the Madden NFL Franchise by EA SPORTS. Bringing you the best in competitive gaming with the Madden Championship Series! ,https://static-cdn.jtvnw.net/jtv_user_pictures/c22d5e13-21fc-443b-91a9-d98d8c7d33e8-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/a3a74450-fc25-43ba-b9fb-cf3d7d27f722-channel_offline_image-1920x1080.png,18507877,2013-11-21T16:53:37.227497Z
9528182,chilledchaos,ChilledChaos,,partner,Next Stream: Next Stream - Wednesday Afternoon  (Among us And Minecraft),https://static-cdn.jtvnw.net/jtv_user_pictures/ccdeb274-9d91-4033-8196-d2c3eaa631e4-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/b10574c8-feb0-4973-90cb-893d34f25576-channel_offline_image-1920x1080.jpeg,5455277,2009-12-16T19:23:10.483387Z
37771090,kiwo,Kiwo,,partner,"Concept artist, streamer, straight up hu$$$tler and part time cockney orphan. nice",https://static-cdn.jtvnw.net/jtv_user_pictures/e67e88e7e95eba6d-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/kiwo-channel_offline_image-544765fcaba38730-1920x1080.png,17269734,2012-11-17T20:25:32.003859Z
83332770,s7ormytv,S7ORMyTv,,partner,"Info: S7ORMy@newco-mgmt.com 🔥🔥🔥 CEO mondiale dei MEME S7ORMY nasce come Youtuber, ma è passato alla storia per aver invaso l'AREA 51 con altri Runners. Conta più di 1.2 Milioni di subs su YouTube, 900.000 su Instagram. È anche un TikToker di fama internazionale",https://static-cdn.jtvnw.net/jtv_user_pictures/d2326d21-094d-45bf-ac38-5f0701439869-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/ce63bf12-7ad2-43b2-b7b2-dae899cbf397-channel_offline_image-1920x1080.jpeg,1798775,2015-02-21T13:16:37.461524Z
38108639,godazed,GODaZeD,,partner,Professional Valorant Player For T1,https://static-cdn.jtvnw.net/jtv_user_pictures/godazed-profile_image-2bad04aeafa1e0b9-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/godazed-channel_offline_image-ec70c8bc3d654c33-1920x1080.png,10976504,2012-12-01T03:43:35.663369Z
40159260,w0xic,w0xic,,partner,"Ben Özgür Eker, 22 yaşındayım ve İstanbul'da yaşıyorum.Profesyonel olarak Cloud9 takımında oynuyorum.",https://static-cdn.jtvnw.net/jtv_user_pictures/ff188331-c73b-4893-aced-ad189265a692-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/a4dcb21e-8b0b-4a27-8feb-71f1403ce8c2-channel_offline_image-1920x1080.jpeg,7488926,2013-02-09T10:31:05.346906Z
40570590,roomonfire,RoomOnFire,,partner,"Room On Fire is your platform for watching professional Counter-Strike: Global Offensive matches and entertainment! Brought to you by Anders, Semmler, Vendetta, Moses, YNk, Metuz and natu!",https://static-cdn.jtvnw.net/jtv_user_pictures/roomonfire-profile_image-4ee96c1bf16c2f37-300x300.jpeg,https://static-cdn.jtvnw.net/jtv_user_pictures/roomonfire-channel_offline_image-30015c946875679d-1920x1080.jpeg,38853700,2013-02-21T19:53:05.22094Z
98742675,blackufa,BlackUFA,,partner,Обитель прекрасных людей  :),https://static-cdn.jtvnw.net/jtv_user_pictures/765f4978b39deed4-profile_image-300x300.jpeg,https://static-cdn.jtvnw.net/jtv_user_pictures/bfdcb82d-95eb-40ab-ab72-2cd1435cfc25-channel_offline_image-1920x1080.jpeg,45415262,2015-08-09T18:19:37.373668Z
20260659,hotted89,Hotted89,,partner,"Come hang out for a good time, positive vibes and most of the time cool gameplay :D",https://static-cdn.jtvnw.net/jtv_user_pictures/hotted89-profile_image-41e8e977e539fba4-300x300.jpeg,,24976159,2011-02-07T23:07:13.742584Z
26485145,lolyou,LOLYOU,,partner,Hey welcome to my channel please check out my youtube if your looking for some content :) https://www.youtube.com/lolyou1337,https://static-cdn.jtvnw.net/jtv_user_pictures/ac217bda-4c7a-4862-9084-c3f3fc58ee15-profile_image-300x300.png,,6700873,2011-12-01T00:30:04.219875Z
112868442,albralelie,Albralelie,,partner,,https://static-cdn.jtvnw.net/jtv_user_pictures/8e9f343d-5027-4fe2-a0f8-a30b32c8f5e0-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/e7f8ac87-1cb1-4fc9-8816-327c867f5c2c-channel_offline_image-1920x1080.png,9690196,2016-01-16T00:55:02.926568Z
23179441,strippin,Strippin,,partner,Some people are destined for greatness... Everyone else ends up here. ,https://static-cdn.jtvnw.net/jtv_user_pictures/strippin-profile_image-8d7a8f889f7dc4e1-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/9f4166eb-6a32-4630-a38a-dc77504edf91-channel_offline_image-1920x1080.png,22586667,2011-06-29T00:00:53.879034Z
37799181,pimpcsgo,PimpCSGO,,partner,"Professional Counter-Strike player, analyst, and the best guy to drop 30 b0mbs you have ever seen!",https://static-cdn.jtvnw.net/jtv_user_pictures/1db9d0b5-a35d-4866-8c6a-4aa59a6f7ca4-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/53b8b107-3ce7-4c07-a4a0-27fa0615dd85-channel_offline_image-1920x1080.png,19286160,2012-11-18T17:07:06.169953Z
